work_id,units,c0_rows,parsed_units,landed_law_units,pending_law_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"pby/ahad-haam/תורה-מציון-13593",22,3171,22,22,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/ahad-haam/תורה-שבלב-2469",25,2813,25,25,0,0,"FLAT_UNIT",25,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אבןפינה-לבית-פועלים-43883",19,385,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אברהם-באור-כשדים-28058",54,1903,54,54,0,0,"FLAT_UNIT",54,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אגדות-ואמרות-28071",43,955,43,43,0,0,"FLAT_UNIT",57,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אגריפוס-הראשון-ציור-היסטורי-43822",90,4231,90,90,0,0,"FLAT_UNIT",91,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אגרת-ברכה-לועידת-היסוד-של-אחדותהעבודה-43899",16,380,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אדונים-ועבדים-43905",16,594,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אדיל-בת-ר-משה-28074",15,499,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אהבת-תורה-19516",27,791,27,27,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אורות-מאופל-23893",12,215,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אחדהעם-28080",16,1020,16,16,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אחדות-העובדים-43901",11,670,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אחוה-19517",56,1046,56,56,0,0,"FLAT_UNIT",56,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אחרי-הועידה-השלישית-של-הסתדרות-העובדים-28087",13,384,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אחרי-הפוגרום-בירושלים-43908",15,309,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אחרית-ותקוה-43959",53,2932,53,53,0,0,"FLAT_UNIT",55,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אל-דרך-הגויים-אל-תלמדו-43873",17,379,17,17,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אל-צבא-העובדים-43900",9,251,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אם-הבנים-43830",31,489,31,31,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אמא-28064",18,387,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אמרות-19891",19,305,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/אסירי-ההגנה-43907",18,446,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/באהלים-43913",5,144,5,5,0,0,"FLAT_UNIT",5,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/באפס-תקוה-21879",454,16062,454,454,0,0,"FLAT_UNIT",458,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בדרך-התחיה-43897",125,4006,125,125,0,0,"FLAT_UNIT",126,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בטלה-הגזרה-20417",122,3080,122,122,0,0,"FLAT_UNIT",122,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ביום-הזכרון-21884",68,3269,68,68,0,0,"FLAT_UNIT",74,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בימי-חמלניצקי-סיפור-היסטורי-19512",746,21409,746,746,0,0,"FLAT_UNIT",748,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בין-איש-לאשתו-22694",81,3882,81,81,0,0,"FLAT_UNIT",84,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/במוסקבה-19881",66,2532,66,66,0,0,"FLAT_UNIT",66,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/במחיצת-חסידים-20422",36,1499,36,36,0,0,"FLAT_UNIT",36,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בןהכות-21435",59,2613,59,59,0,0,"FLAT_UNIT",60,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בנימין-חיים-השתדלן-44000",5,238,5,5,0,0,"FLAT_UNIT",5,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בנימיןחיים-השתדלן-19876",6,237,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בעל-בטחון-43837",45,1028,45,45,0,0,"FLAT_UNIT",46,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בעל-המלאכה-והשוליא-43875",16,546,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בעלי-המלאכה-והסתדרות-העובדים-43877",8,412,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בעקב-מכתב-43906",34,687,34,34,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בעשרה-רבל-43835",61,1290,61,61,0,0,"FLAT_UNIT",63,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בפולטבה-19883",30,1476,30,30,0,0,"FLAT_UNIT",30,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בצל-הכסף-43893",153,6791,153,153,0,0,"FLAT_UNIT",153,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ברוריה-אשת-ר-מאיר-28072",28,1043,28,28,0,0,"FLAT_UNIT",28,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בשאלת-הלשון-43915",9,257,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בשאלת-זכות-האשה-43885",17,458,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בשל-מגבעת-43827",52,1952,52,52,0,0,"FLAT_UNIT",52,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/בת-העשיר-8036",548,23074,548,548,0,0,"FLAT_UNIT",549,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/גבר-אין-איל-22690",57,3684,57,57,0,0,"FLAT_UNIT",57,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/גולו-את-החרפה-43891",11,356,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/גלו-את-החרפה-28086",10,337,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/דבר-הוצאת-ועד-היובל-21878",5,155,5,5,0,0,"FLAT_UNIT",5,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/דרך-הרוח-43834",64,1697,64,64,0,0,"FLAT_UNIT",71,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ה-גבורים-שלנו-והצמחונות-43888",10,348,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/האוצר-36689",180,8529,180,180,0,0,"FLAT_UNIT",181,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/האם-והבת-28061",45,1756,45,45,0,0,"FLAT_UNIT",45,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/האנוסה-43659",42,1273,42,42,0,0,"FLAT_UNIT",42,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הבורח-19514",89,1987,89,89,0,0,"FLAT_UNIT",92,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הבורחת-43963",45,889,45,45,0,0,"FLAT_UNIT",45,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הבטוח-באחריות-22689",21,864,21,21,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הגאון-והרב-28075",133,5556,133,133,0,0,"FLAT_UNIT",139,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הגבור-הקטן-19513",100,3904,100,100,0,0,"FLAT_UNIT",100,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הגדוד-העברי-הראשון-44005",30,839,30,30,0,0,"FLAT_UNIT",30,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הגליל-העליון-20945",231,10735,231,231,0,0,"FLAT_UNIT",234,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הגנה-עצמית-19889",94,2327,94,94,0,0,"FLAT_UNIT",94,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הדוד-ברה-19875",13,218,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הדוד-ר׳-יצחק-20421",15,700,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הדוחקים-את-הקץ-28084",8,430,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הדפים-האחרונים-מיומנו-של-אוריאל-אקוסטא-21436",131,3546,131,131,0,0,"FLAT_UNIT",132,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הדרך-הישרה-43869",7,93,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הורי-19872",8,370,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הזהיר-בלאתעשה-43961",61,1584,61,61,0,0,"FLAT_UNIT",65,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/החלוצים-ובעלי-הרכוש-43867",12,449,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הטוב-והישר-מחיי-הסופר-הרוסי-ולאדימיר-קורולנקו-23892",44,2220,44,44,0,0,"FLAT_UNIT",44,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/המורה-43829",154,5091,154,154,0,0,"FLAT_UNIT",154,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/המכשילים-43911",13,548,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/המלך-ויועצו-היהודי-43836",52,1528,52,52,0,0,"FLAT_UNIT",53,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הנשמה-והגוף-של-הציונות-28082",12,348,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הסטיריקן-הגדול-הרוסי-שצדריןסלטיקוב-43903",22,676,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הסנונית-הראשונה-28060",156,3483,156,156,0,0,"FLAT_UNIT",157,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הספרות-העברית-והעובדים-43918",10,401,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הספרות-העברית-והעם-43865",13,308,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/העבודה-והאהבה-44024",15,280,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/העבודה-והעובדים-43871",15,391,15,15,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/העובדים-ובעלי-הרכוש-43876",17,673,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/העולים-הצעירים-והציוניות-43917",7,340,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/העלבון-43654",38,1017,38,38,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/העלילה-על-יהודי-מאריאמפול-36692",28,1018,28,28,0,0,"FLAT_UNIT",30,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הפגישה-35950",78,3353,78,78,0,0,"FLAT_UNIT",79,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הקדוש-אייזיק-צינדלר-ז-ל-28081",9,316,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הרוכלת-43656",49,1103,49,49,0,0,"FLAT_UNIT",49,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הרכושנות-43879",11,408,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/הרמב-ם-28073",54,1642,54,54,0,0,"FLAT_UNIT",56,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/השפעות-סוציאליות-19885",15,690,15,15,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/התחיה-השלמה-43904",17,627,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/זה-לעמת-זה-43892",96,3564,96,96,0,0,"FLAT_UNIT",104,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/זכרונות-20420",10,56,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/זכרונות-גליקל-דבר-מהמתרגם-4224",16,680,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/זקני-ר-ניסן-19873",11,618,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/זריזה-28063",22,569,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חג-היובל-19518",33,1743,33,33,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חגים-וזמנים-22817",195,5074,195,195,0,0,"FLAT_UNIT",199,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חוץ-לזמנו-43658",42,1359,42,42,0,0,"FLAT_UNIT",42,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חזות-קשה-22693",49,1328,49,49,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חטאת-הצבור-43894",152,8716,152,152,0,0,"FLAT_UNIT",157,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חיי-ליב-ניקולייביץ-טולסטוי-11463",454,20416,454,454,0,0,"FLAT_UNIT",459,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חיפושידרכים-19880",36,1406,36,36,0,0,"FLAT_UNIT",36,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חלום-28059",27,816,27,27,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חלומו-של-מקר-23894",280,7204,280,280,0,0,"FLAT_UNIT",282,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חנכת-הבית-36688",112,4762,112,112,0,0,"FLAT_UNIT",119,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חנכת-הבית-43651",118,4754,118,118,0,0,"FLAT_UNIT",125,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/חתן-דמים-43838",109,2585,109,109,0,0,"FLAT_UNIT",109,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/יהודיה-43964",33,1121,33,33,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ילדי-העברים-19515",144,3856,144,144,0,0,"FLAT_UNIT",144,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/יראת-חטא-20418",39,859,39,39,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/כנסת-ישראל-43886",17,444,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לא-זו-הדרך-19887",23,952,23,23,0,0,"FLAT_UNIT",23,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לאדי-19877",9,372,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לאחינו-החרדים-43887",8,231,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לאספת-הנבחרים-43884",15,454,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לארץישראל-19890",22,456,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לזכר-זאב-ברזילי-28079",32,1041,32,32,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לזכר-יוסף-בוסל-28078",24,554,24,24,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לזכרון-הקדמה-לכרך-שלישי-43895",8,170,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ליום-השנה-של-א-ד-גורדון-43880",16,455,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/למלאות-שבעים-שנה-לדוירחון-28077",26,723,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לעזרת-העלייה-43882",6,259,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לעזרת-הרעב-ברוסיה-43916",9,226,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לראוה-43914",8,261,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לשון-חסידים-28065",74,1405,74,74,0,0,"FLAT_UNIT",76,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לתולדות-החנוך-וההשכלה-של-היהודים-ברוסיה-28067",327,20612,327,327,0,0,"FLAT_UNIT",330,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/לתולדות-משפחת-האדמו-רים-שניאורסון-28076",41,1781,41,41,0,0,"FLAT_UNIT",41,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מאגרותיו-36691",70,3516,70,70,0,0,"FLAT_UNIT",74,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מאיר-השמש-36687",172,5808,172,172,0,0,"FLAT_UNIT",173,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מאמרות-הצדיקים-44025",36,1139,36,36,0,0,"FLAT_UNIT",48,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מביתהחולים-20419",43,1153,43,43,0,0,"FLAT_UNIT",44,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מהימים-הראשונים-בארץ-44002",9,312,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מהעבר-הקרוב-44003",136,7005,136,136,0,0,"FLAT_UNIT",139,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מהפכה-ופוגרומים-19888",28,720,28,28,0,0,"FLAT_UNIT",28,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מזכרונותי-28090",9,519,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מזמור-לתודה-22692",53,1200,53,53,0,0,"FLAT_UNIT",55,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מחלוקת-״לשם-שמים״-20425",13,569,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מחרבנות-החלוקה-21882",272,12979,272,272,0,0,"FLAT_UNIT",274,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מחשבת-פגול-43657",11,786,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מי-נצח-43828",97,2892,97,97,0,0,"FLAT_UNIT",99,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מיומנו-36693",62,2503,62,62,0,0,"FLAT_UNIT",62,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מלמד-ומוכרספרים-19882",25,1076,25,25,0,0,"FLAT_UNIT",25,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ממכתב-צעיר-אחד-43868",20,708,20,20,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מעולם-היצירה-21881",287,9392,287,287,0,0,"FLAT_UNIT",287,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מפנקס-שריה-הסופר-43896",7,210,7,7,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מפרי-ה-חרמון-21883",33,876,33,33,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מפתגמי-וו-קורולינקו-36694",8,103,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מרשימות-רופא-צעיר-22688",57,956,57,57,0,0,"FLAT_UNIT",61,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/משעולים-28066",59,1170,59,59,0,0,"FLAT_UNIT",59,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/מתן-בסתר-43832",39,1124,39,39,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/נחתכה-הרצועה-43653",72,1815,72,72,0,0,"FLAT_UNIT",73,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/נעילה-28089",39,352,39,39,0,0,"FLAT_UNIT",40,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/נשמת-קדוש-43831",21,333,21,21,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/סבה-דוחה-וסבה-מקרבת-43965",123,3059,123,123,0,0,"FLAT_UNIT",123,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/סבתה-צירלי-19874",13,380,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/סדר-מאחר-43655",37,1502,37,37,0,0,"FLAT_UNIT",37,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/סידור-הספרות-האגדית-28068",38,3624,38,38,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/סיפורי-הראשון-19879",5,191,5,5,0,0,"FLAT_UNIT",5,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ספורי-הראשון-44001",336,13603,336,336,0,0,"FLAT_UNIT",342,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-דבר-הילדים-ה-מתמידים-28069",18,743,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-ה-דין-וחשבון-28088",10,462,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-האיבוד-לדעת-43872",16,632,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-האיחוד-והנסירה-28085",11,292,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-הברכות-44008",13,401,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-המסכסכים-43909",10,216,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-הנסים-43890",10,549,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-הסתירות-והנגודים-43898",22,1045,22,22,0,0,"FLAT_UNIT",23,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-הפירודים-43874",18,652,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-חכמת-היהדות-28091",26,1722,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-קדשת-השם-43958",64,2356,64,64,0,0,"FLAT_UNIT",66,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/על-שלשה-דברים-44007",16,644,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/עם-אשור-המנדט-והרציחות-מן-המארב-43870",6,199,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/עם-חובביציון-19884",7,474,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/פועלים-ובעלים-43866",11,301,11,11,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/פרדוכס-36690",141,4868,141,141,0,0,"FLAT_UNIT",141,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/צרת-הבן-43960",100,3452,100,100,0,0,"FLAT_UNIT",101,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/קדושי-תלחי-43910",11,330,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/קדיש-יתום-22691",19,539,19,19,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
